 mean   2.2310991885204530E-002   8.0549843586872772E-003   1.8442085098426155E-004   3.2909514307776305E-005   7.2640395723242351E-006   6.1416280683998194E-006   7.5378248349565549E-007   3.0984741970792193E-008  -6.1111340822235553E-006  -1.3200031593117629E-005  -3.5861450129262796E-005  -3.0119845658629424E-004  -8.4840669944846248E-004  -9.7188270804084349E-004  -1.0424086645433174E-003  -1.0778934826962516E-003  -1.0862981397112008E-003  -1.0890014171727541E-003  -1.1668499690637897E-003  -1.9694057500380161E-003  -7.4662882769242827E-003  -1.2759436236109940E-002  -1.7882220534944947E-002  -2.2982316273623814E-002  -2.7544965211570866E-002  -3.2792107034141205E-002  -4.1729780755001791E-002  -4.8912639310488039E-002  -5.3899498988616582E-002  -5.7919651670157640E-002  -6.1437365976534215E-002  -6.4872409731505112E-002  -6.8972434031435464E-002  -7.2341133769131899E-002  -7.7524972651279653E-002  -8.0732226775183574E-002
 var   4.6441703781780857E-004   5.0010247698066015E-004   4.8824324279608209E-004   1.9351841774567559E-004   3.2859694158125280E-005   1.5043222381362910E-005   1.9498744431638951E-005   1.2759321372139322E-005   3.7846248531387585E-005   5.2881032189058375E-005   5.4759708366189513E-005   4.9979231983435334E-005   6.0121090407799874E-005   5.6859347975509070E-005   4.1678558337801526E-005   2.2704040838001534E-005   4.2841295551326406E-005   2.5869997317967298E-005   5.5464970795575516E-005   7.2139175536320880E-005   1.1761869478967527E-004   1.3947151713141796E-004   1.5331824287858253E-004   1.7611878027361675E-004   2.0159939986848485E-004   2.2240707655053833E-004   2.2543342872837857E-004   2.1054526524421738E-004   1.9386052618962179E-004   1.8981940742330685E-004   1.9250832127733778E-004   2.0210848340195128E-004   2.1711205318763023E-004   2.1893600509490847E-004   2.0209924808765761E-004   1.7415210601672498E-004
