 mean   3.8052621143284060E-002   1.3191034417843578E-002   2.6690165009201085E-003   1.1020982536022494E-006  -3.1217616566517007E-003  -8.6702753706156786E-003  -1.1929744675742112E-002  -1.6766816217377689E-002  -2.1482097697365570E-002  -2.5322704461057367E-002  -2.8949303273824611E-002  -3.2598344900828913E-002  -3.6154194313670084E-002  -3.9688363836818147E-002  -4.3395278448293245E-002  -4.7089947588166904E-002  -5.1200766720290204E-002  -5.4853888419891840E-002  -5.9165945558765302E-002  -6.3942745816985294E-002                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN
 var   8.6858861927033868E-004   8.7511798408802907E-004   8.9357565144140068E-004   9.3737348945590986E-004   7.3749715734452840E-004   4.7842970818396486E-004   2.8876426293347258E-004   3.2453841288705758E-004   3.5924252131646191E-004   3.5881574677221087E-004   3.4429077344842957E-004   3.3266489274076520E-004   3.3505654201730747E-004   3.3881904535784869E-004   3.5018587645181204E-004   3.5114150965970714E-004   3.6038682644091459E-004   3.4081870124362366E-004   4.1359847597014166E-004   3.5521433428875403E-004                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN                       NaN
